Time (s),T_min (C),T_max (C),T_ave (C),Sequence_ID,Case_No.,TimeN (s),Time_aveN (C)
5194.0,103.78,117.88,107.48,1,1,-0.5013636525670812,-0.618117449259911
5334.0,104.01,118.36,107.78,1,1,-0.46768211741949933,-0.5875906182815634
5474.0,104.23,118.84,108.08,1,1,-0.4340005822719175,-0.5570637873032159
5624.0,104.49,119.36,108.4,1,1,-0.3979132231852227,-0.5245018342596441
5764.0,104.72,119.85,108.71,1,1,-0.3642316880376409,-0.49295744224868604
5914.0,104.99,120.36,109.05,1,1,-0.3281443289509461,-0.4583603671398915
6054.0,105.23,120.85,109.36,1,1,-0.29446279380336426,-0.4268159751289319
6194.0,105.49,121.33,109.68,1,1,-0.26078125865578244,-0.39425402208536015
6344.0,105.76,121.85,110.03,1,1,-0.22469389956908767,-0.35863938594395495
6484.0,106.03,122.34,110.36,1,1,-0.19101236442150588,-0.3250598718677725
6634.0,106.31,122.85,110.71,1,1,-0.15492500533481107,-0.2894452357263674
6774.0,106.58,123.34,111.04,1,1,-0.12124347018722925,-0.2558657216501835
6914.0,106.86,123.82,111.38,1,1,-0.08756193503964745,-0.22126864654139042
7064.0,107.16,124.34,111.74,1,1,-0.05147457595295265,-0.18463644936737314
7204.0,107.44,124.83,112.08,1,1,-0.017793040805370836,-0.1500393742585786
7354.0,107.75,125.34,112.45,1,1,0.018294318281323965,-0.11238961605194919
7494.0,108.05,125.83,112.8,1,1,0.051975853428905774,-0.07677497991054401
7634.0,108.34,126.31,113.15,1,1,0.08565738857648758,-0.041160343769137374
7784.0,108.66,126.83,113.52,1,1,0.12174474766318238,-0.0035105855625094068
7924.0,108.97,127.32,113.88,1,1,0.1554262828107642,0.033121611611507895
8074.0,109.3,127.84,114.26,1,1,0.19151364189745898,0.07178893085074942
8214.0,109.61,128.32,114.62,1,1,0.2251951770450408,0.10842112802476672
8354.0,109.92,128.8,114.99,1,1,0.2588767121926226,0.1460708862313947
8504.0,110.26,129.32,115.38,1,1,0.2949640712793174,0.18575576650324688
8644.0,110.58,129.81,115.75,1,1,0.3286456064268992,0.2234055247098763
8794.0,110.93,130.33,116.14,1,1,0.364732965513594,0.2630904049817285
8934.0,111.26,130.81,116.52,1,1,0.39841450066117584,0.3017577242209686
9074.0,111.59,131.3,116.89,1,1,0.43209603580875766,0.339407482427598
9224.0,111.95,131.82,117.3,1,1,0.46818339489545246,0.38112748476467295
9364.0,112.29,132.3,117.67,1,1,0.5018649300430342,0.41877724297130237
9514.0,112.65,132.82,118.08,1,1,0.537952289129729,0.4604972453083774
9654.0,112.99,133.3,118.47,1,1,0.5716338242773109,0.5001821255802296
9794.0,113.34,133.79,118.85,1,1,0.6053153594248927,0.5388494448194696
9944.0,113.71,134.31,119.27,1,1,0.6414027185115875,0.5815870081891568
10084.0,114.06,134.79,119.66,1,1,0.6750842536591692,0.6212718884610089
10234.0,114.44,135.31,120.08,1,1,0.711171612745864,0.664009451830696
10374.0,114.8,135.8,120.47,1,1,0.7448531478934459,0.7036943321025482
10514.0,115.16,136.28,120.87,1,1,0.7785346830410277,0.7443967734070125
10664.0,115.55,136.8,121.29,1,1,0.8146220421277225,0.7871343367766996
10804.0,115.91,137.29,121.69,1,1,0.8483035772753043,0.8278367780811625
10954.0,116.31,137.81,122.12,1,1,0.8843909363619991,0.8715919024834617
11094.0,116.68,138.29,122.52,1,1,0.9180724715095809,0.9122943437879245
11234.0,117.05,138.78,122.93,1,1,0.9517540066571627,0.954014346125001
11384.0,117.45,139.3,123.36,1,1,0.9878413657438575,0.9977694705272987
11524.0,117.82,139.78,123.77,1,1,1.0215229008914393,1.0394894728643738
11674.0,118.23,140.3,124.21,1,1,1.057610259978134,1.0842621582992835
11814.0,118.61,140.79,124.62,1,1,1.091291795125716,1.12598216063636
11954.0,118.99,141.27,125.03,1,1,1.1249733302732978,1.167702162973435
12104.0,119.41,141.79,125.47,1,1,1.1610606893599926,1.212474848408345
12244.0,119.79,142.28,125.89,1,1,1.1947422245075743,1.255212411778032
12394.0,120.21,142.8,126.33,1,1,1.230829583594269,1.2999850972129419
12534.0,120.6,143.28,126.75,1,1,1.264511118741851,1.342722660582629
12674.0,120.99,143.77,127.17,1,1,1.2981926538894328,1.385460223952316
12824.0,121.42,144.29,127.62,1,1,1.3342800129761276,1.431250470419838
12964.0,121.81,144.77,128.04,1,1,1.3679615481237093,1.4739880337895237
13114.0,122.23,145.3,128.49,1,1,1.404048907210404,1.519778280257047
13254.0,122.62,145.78,128.89,1,1,1.437730442357986,1.5604807215615084
13394.0,123.01,146.27,129.3,1,1,1.4714119775055678,1.6022007238985865
13544.0,123.42,146.79,129.74,1,1,1.5074993365922627,1.6469734093334962
13684.0,123.81,147.27,130.15,1,1,1.5411808717398445,1.6886934116705712
13834.0,124.23,147.79,130.6,1,1,1.577268230826539,1.7344836581380918
13974.0,124.62,148.28,131.01,1,1,1.610949765974121,1.7762036604751668
14114.0,125.01,148.76,131.43,1,1,1.6446313011217029,1.8189412238448552
14264.0,125.43,149.28,131.88,1,1,1.6807186602083977,1.8647314703123758
14400.0,125.82,149.75,132.28,1,1,1.7134378657803342,1.9054339116168402
