Time (s),T_min (C),T_max (C),T_ave (C),Sequence_ID,Case_No.,TimeN (s),Time_aveN (C)
8073.7,118.41,155.67,128.32,2,1,0.1914857498,0.07504767478
8213.7,119.02,156.64,129.02,2,1,0.2251664159,0.1111530853
8353.7,119.62,157.61,129.73,2,1,0.2588470821,0.1477742875
8503.7,120.28,158.65,130.5,2,1,0.2949335101,0.1874902391
8643.7,120.91,159.62,131.22,2,1,0.3286141762,0.2246272328
8793.7,121.58,160.66,132,2,1,0.3647006042,0.264858976
8933.7,122.22,161.63,132.73,2,1,0.3983812704,0.3025117612
9073.7,122.86,162.6,133.47,2,1,0.4320619365,0.3406803381
9223.7,123.56,163.63,134.26,2,1,0.4681483645,0.3814278729
9363.7,124.21,164.6,135,2,1,0.5018290307,0.4195964497
9513.7,124.92,165.64,135.81,2,1,0.5379154587,0.4613755677
9653.7,125.59,166.61,136.56,2,1,0.5715961248,0.5000599361
9793.7,126.26,167.58,137.32,2,1,0.605276791,0.5392600961
9943.7,126.99,168.62,138.13,2,1,0.641363219,0.581039214
10084,127.68,169.59,138.9,2,1,0.675116058,0.6207551656
10234,128.42,170.63,139.73,2,1,0.711202486,0.6635658667
10374,129.11,171.6,140.5,2,1,0.7448831521,0.7032818183
10514,129.81,172.57,141.28,2,1,0.7785638183,0.7435135615
10664,130.57,173.61,142.12,2,1,0.8146502463,0.7868400542
10804,131.28,174.58,142.9,2,1,0.8483309124,0.8270717974
10954,132.05,175.62,143.75,2,1,0.8844173405,0.8709140816
11094,132.77,176.59,144.54,2,1,0.9180980066,0.9116616164
11234,133.5,177.56,145.33,2,1,0.9517786728,0.9524091511
11384,134.29,178.59,146.19,2,1,0.9878651008,0.9967672269
11524,135.02,179.56,146.99,2,1,1.021545767,1.038030553
11674,135.82,180.6,147.86,2,1,1.057632195,1.082904421
11814,136.56,181.57,148.67,2,1,1.091312861,1.124683539
11954,137.31,182.54,149.48,2,1,1.124993527,1.166462657
12104,138.12,183.58,150.35,2,1,1.161079955,1.211336524
12244,138.88,184.55,151.17,2,1,1.194760621,1.253631433
12394,139.69,185.59,152.05,2,1,1.230847049,1.299021092
12534,140.46,186.56,152.88,2,1,1.264527716,1.341831793
12674,141.23,187.53,153.7,2,1,1.298208382,1.384126703
12824,142.06,188.57,154.59,2,1,1.33429481,1.430032154
12964,142.84,189.54,155.43,2,1,1.367975476,1.473358646
13114,143.66,190.6,156.3,2,1,1.404061904,1.518232514
13254,144.41,191.57,157.09,2,1,1.43774257,1.558980048
13394,145.15,192.54,157.89,2,1,1.471423236,1.600243375
13544,145.95,193.57,158.75,2,1,1.507509664,1.64460145
13684,146.71,194.54,159.56,2,1,1.54119033,1.686380568
13834,147.51,195.58,160.42,2,1,1.577276758,1.730738644
13974,148.27,196.55,161.24,2,1,1.610957424,1.773033554
14114,149.03,197.52,162.05,2,1,1.644638091,1.814812672
14264,149.85,198.56,162.93,2,1,1.680724519,1.860202331
14400,150.59,199.51,163.73,2,1,1.71344288,1.901465657
