Time (s),T_min (C),T_max (C),T_ave (C),Sequence_ID,Case_No.,TimeN (s),Time_aveN (C)
3894.0,123.78,146.78,129.66,8,1,-0.8141204289716378,-0.8797503999212305
4034.0,124.11,147.74,130.17,8,1,-0.7804389017397276,-0.8530821063940601
4184.0,124.47,148.78,130.73,8,1,-0.7443515511341097,-0.8237992742857939
4324.0,124.83,149.74,131.26,8,1,-0.7106700239021995,-0.796085165326185
4474.0,125.22,150.78,131.84,8,1,-0.6745826732965815,-0.7657565177854803
4614.0,125.6,151.75,132.39,8,1,-0.6409011460646713,-0.7369965933934342
4754.0,125.99,152.71,132.94,8,1,-0.6072196188327612,-0.7082366690013865
4904.0,126.42,153.75,133.54,8,1,-0.5711322682271431,-0.6768622060282447
5044.0,126.83,154.72,134.12,8,1,-0.537450740995233,-0.6465335584875399
5194.0,127.29,155.75,134.74,8,1,-0.501363390389615,-0.6141132800819594
5334.0,127.72,156.72,135.32,8,1,-0.4676818631577049,-0.5837846325412561
5474.0,128.17,157.69,135.92,8,1,-0.43400033592579473,-0.5524101695681143
5624.0,128.65,158.72,136.56,8,1,-0.3979129853201767,-0.5189440757300952
5764.0,129.12,159.69,137.17,8,1,-0.36423145808826657,-0.4870467050407347
5914.0,129.63,160.73,137.83,8,1,-0.32814410748264855,-0.45253479577027705
6054.0,130.11,161.7,138.45,8,1,-0.2944625802507384,-0.420114517364698
6194.0,130.61,162.66,139.08,8,1,-0.26078105301882826,-0.3871713312428975
6344.0,131.15,163.7,139.76,8,1,-0.22469370241321024,-0.3516136065400042
6484.0,131.66,164.67,140.41,8,1,-0.1910121751813001,-0.3176246049857665
6634.0,132.21,165.71,141.08,8,1,-0.15492482457568207,-0.28258978799909024
6774.0,132.73,166.68,141.71,8,1,-0.12124329734377194,-0.2496466018772912
6914.0,133.25,167.65,142.35,8,1,-0.0875617701118618,-0.2161805080392736
7064.0,133.82,168.69,143.04,8,1,-0.051474419506243776,-0.18009987562016022
7204.0,134.36,169.65,143.7,8,1,-0.017792892274333633,-0.145587966349704
7354.0,134.94,170.69,144.4,8,1,0.01829445833128438,-0.10898442621437056
7494.0,135.5,171.66,145.07,8,1,0.05197598556319453,-0.07394960922769579
7634.0,136.06,172.63,145.74,8,1,0.08565751279510467,-0.03891479224101953
7784.0,136.66,173.67,146.47,8,1,0.12174486340072269,-0.0007425289570304156
7924.0,137.24,174.63,147.16,8,1,0.15542639063263283,0.035338103462082965
8074.0,137.86,175.67,147.89,8,1,0.19151374123825085,0.07351036674607207
8214.0,138.45,176.64,148.59,8,1,0.225195268470161,0.11011390688140552
8354.0,139.04,177.61,149.29,8,1,0.2588767957020711,0.14671744701673745
8504.0,139.69,178.65,150.05,8,1,0.29496414630768913,0.18645843344938523
8644.0,140.3,179.62,150.76,8,1,0.3286456735395993,0.22358488130093573
8794.0,140.96,180.66,151.53,8,1,0.3647330241452173,0.26384877544980206
8934.0,141.58,181.62,152.25,8,1,0.39841455137712745,0.3014981310175726
9074.0,142.21,182.59,152.97,8,1,0.4320960786090376,0.33914748658534316
9224.0,142.89,183.63,153.75,8,1,0.4681834292146556,0.37993428845042804
9364.0,143.53,184.6,154.49,8,1,0.5018649564465657,0.4186294594506372
9514.0,144.22,185.64,155.28,8,1,0.5379523070521838,0.45993916903194065
9654.0,144.88,186.61,156.02,8,1,0.5716338342840939,0.4986343400321498
9794.0,145.54,187.58,156.77,8,1,0.6053153615160041,0.5378524187485775
9944.0,146.25,188.62,157.58,8,1,0.641402712121622,0.5802079437623195
10084.0,146.92,189.59,158.33,8,1,0.6750842393535322,0.6194260224787473
10234.0,147.65,190.63,159.15,8,1,0.7111715899591502,0.662304455208708
10374.0,148.33,191.59,159.91,8,1,0.7448531171910604,0.7020454416413542
10514.0,149.02,192.56,160.68,8,1,0.7785346444229705,0.7423093357902205
10664.0,149.76,193.6,161.51,8,1,0.8146219950285886,0.7857106762363997
10804.0,150.46,194.57,162.28,8,1,0.8483035222604987,0.825974570385266
10954.0,151.22,195.61,163.12,8,1,0.8843908728661167,0.8698988185476653
11094.0,151.92,196.58,163.9,8,1,0.9180724000980268,0.9106856204127501
11234.0,152.64,197.55,164.69,8,1,0.951753927329937,0.9519953299940536
11384.0,153.41,198.59,165.54,8,1,0.987841277935555,0.9964424858726714
11524.0,154.13,199.56,166.33,8,1,1.0215228051674652,1.0377521954539763
11674.0,154.91,200.6,167.18,8,1,1.0576101557730833,1.082199351332594
11814.0,155.64,201.57,167.98,8,1,1.0912916830049932,1.1240319686301161
11954.0,156.38,202.54,168.79,8,1,1.1249732102369034,1.166387493643858
12104.0,157.18,203.58,169.65,8,1,1.1610605608425215,1.211357557238696
12244.0,157.92,204.55,170.46,8,1,1.1947420880744317,1.253713082252438
12394.0,158.73,205.59,171.33,8,1,1.2308294386800496,1.2992060535634944
12534.0,159.48,206.56,172.15,8,1,1.2645109659119598,1.3420844862934551
12674.0,160.24,207.53,172.97,8,1,1.29819249314387,1.3849629190234156
12824.0,161.06,208.57,173.85,8,1,1.3342798437494878,1.4309787980506907
12964.0,161.82,209.54,174.67,8,1,1.367961370981398,1.4738572307806512
13114.0,162.63,210.59,175.54,8,1,1.404048721587016,1.5193502020917076
13254.0,163.37,211.56,176.32,8,1,1.4377302488189263,1.5601370039567926
13394.0,164.1,212.53,177.11,8,1,1.4714117760508363,1.6014467135380974
13544.0,164.89,213.57,177.96,8,1,1.5074991266564544,1.6458938694167153
13684.0,165.64,214.54,178.76,8,1,1.5411806538883646,1.6877264867142372
13834.0,166.43,215.58,179.62,8,1,1.5772680044939826,1.732696550309075
13974.0,167.18,216.55,180.43,8,1,1.6109495317258926,1.7750520753228172
14114.0,167.93,217.52,181.24,8,1,1.6446310589578028,1.8174076003365591
14264.0,168.74,218.56,182.11,8,1,1.680718409563421,1.8629005716476157
14400.0,169.47,219.5,182.9,8,1,1.713437607445848,1.904210281228919
